Course	Room	Teacher	Time	Days	Students
355	113	203	(6, 11)	TH	2019 2251 2285
356	114	256	(12, 14)	MWF	1412 1586
357	51	257	(2, 3)	MTWTHF	1145
361	31	262	(3, 5)	MWF	1146 1178 1291 1751 1830 1995 2300
362	69	263	(0, 2)	MWF	1193 1261 1293 1333 1366 1379 1380 1392 1447 1627 1666 1942 2142 2277
363	92	264	(4, 7)	M	
364	70	265	(16, 18)	TTHF	1146 1181 1288 1319 1340 1534 1739 1864 1891 1905 1938 2056 2166 2215 2264
365	52	266	(12, 15)	M	1147 1455 2253
366	45	267	(7, 8)	W	1537 1757
367	65	268	(3, 6)	TH	1303 1563 1906
370	51	271	(6, 8)	MWF	1356 1478 1567 2240
371	115	231	(15, 18)	M	1148 1927 2002 2233
372	103	272	(4, 7)	TH	1337 1340 1555 1851
373	117	273	(0, 1)	MTWTHF	1149 1805 1914 2069 2240
374	60	273	(2, 4)	MWF	
375	120	274	(2, 4)	MWF	1149 1361 1762 1917
376	89	275	(9, 11)	MWF	1150 1222 1327 1690 1849 2109 2125
377	82	205	(12, 14)	MWF	1150 1202 1222 1237 1259 1266 1288 1381 1420 1467 1482 1483 1490 1642 1746 1790 1849 1905 1986 2013 2027 2032 2145 2157
378	105	276	(10, 13)	M	
379	99	277	(4, 5)	MTWTHF	1324 1521
380	42	278	(4, 6)	MWF	1403 1526 1592 1640 1964
381	78	212	(3, 5)	MWF	1153 1423 1536 1538 1675 1748 1936 2156 2173 2202 2254 2287
382	107	279	(4, 6)	MWF	1444 1485 1721 2151 2258
383	78	280	(6, 8)	MWF	1154 1229 1389 1447 1553 1617 1692 1887 1897 2109
384	74	281	(12, 13)	MTWTHF	1168 1184 1212 1218 1255 1265 1270 1275 1297 1306 1349 1373 1424 1445 1470 1498 1581 1587 1609 1621 1644 1648 1674 1677 1749 1776 1823 1872 1890 1911 1913 2040 2096 2107 2155 2188 2199 2202 2224 2237 2245 2254 2287
386	103	282	(6, 8)	MWF	1201 1248 1250 1266 1272
387	69	283	(3, 5)	MWF	1155 1171 1255 1397 1583 1664 1704 1742 1841 1842 1884 1980 2011 2024 2044 2061 2267
388	103	211	(8, 11)	T	1156 1221 1644 1886 2086
389	103	282	(9, 11)	MWF	1157 1169 1172 1179 1200
390	67	284	(0, 2)	TTHF	1157 1384 1406 1417 1461 1511 1536 1613 1798 1806 1900 1956
391	30	285	(8, 9)	MTWTHF	1175 1225 1273 1391 1513 1645 1720 1721 1881 1935 2095 2136 2173 2203 2217
392	116	286	(15, 18)	M	2110
393	61	287	(0, 2)	MWF	1158 1170 1257 1320 1404 1459 1547 1711 1781 1786 1796 1902 1959 2002 2140 2169 2178 2295
396	96	289	(0, 2)	MWF	1369 1734
397	62	290	(0, 3)	M	1159 1354 1396 1458 1499 1591 1596 1637 1756 1925 2206
398	94	291	(9, 11)	MWF	1159 1208 1270 1286 1292 1396 1581 1624 1764 1836 2010 2117 2183 2244
399	94	290	(4, 6)	MWF	1159 1268 1388 1458 1919 2086 2183 2298
401	65	213	(10, 12)	MWF	1160 1161 1321 1323 1494 1560 1660 1722 1739 1769 1774 1856 1970 1996 2007 2139 2160 2162 2165 2174
402	118	293	(0, 3)	M	1162
403	74	NA	(4, 7)	M	1162 1163 1263 1281 1347 1365 1378 1410 1422 1449 1457 1472 1512 1561 1577 1607 1616 1647 1667 1689 1716 1768 1789 1803 1809 1850 1858 1873 1880 1895 1953 1987 1999 2003 2009 2034 2039 2084 2093 2104 2126 2148 2206 2276
404	70	295	(5, 6)	M	1167 1232 1325 1352 1400 1556 1691 1705 1736 1752 1787 1808 1814 2225 2288
405	85	296	(8, 10)	MWF	1580 1752 1953 2239 2288
406	70	183	(7, 8)	MTWTHF	1276 1367 1460 1527 1717 1780 1787 1788 1857 1926 1937 2114 2116 2170 2226 2256
407	114	297	(0, 2)	MWF	1163 1694
408	88	NA	(8, 13)	MWF	1422 1647
411	127	300	(3, 5)	TTHF	1493
412	89	242	(6, 8)	MWF	1338 1463 1501 1698 1804 2026 2040
413	61	301	(17, 19)	MWF	1344 1416 1467 1532 1800 1906 1960 2137 2181
414	25	302	(2, 3)	MTWTHF	1165 1243 1289 1545 1639 1660 1661 2008 2203 2228 2294 2301
415	70	304	(3, 5)	TTHF	1167 1260 1312 1325 1376 1516 1589 1672 1705 1730 1735 1812 2039 2074 2084 2099 2261 2280
416	87	305	(6, 8)	MWF	1240 1328 1603 2092 2113
417	27	306	(13, 15)	TTHF	
418	84	308	(6, 8)	MWF	1166 1230 1233 1315 1371 1653 1690 1745 1799 1843 1852 1894 2060 2062 2077 2131 2164 2210 2297
419	112	309	(0, 2)	TTHF	1167 1180 1274 1358 1518 1549 1589
420	79	310	(3, 6)	M	1168 1207 1384 1740
421	61	311	(3, 6)	M	1170 1223 1320 1386 1511 1846 2290
422	51	312	(4, 5)	MTWTHF	1432 1574
423	118	297	(3, 5)	TTHF	1632
425	119	314	(0, 2)	MWF	1172 1322 1376 1493 1494 1546 1603 1766 1810
426	98	315	(0, 2)	MWF	1240 1362
427	114	279	(7, 9)	MWF	1173 1511 1538
429	90	317	(11, 14)	M	1174 1211 1463 1901
430	69	318	(12, 14)	MWF	1205 1335 1427 1505 1915 1940 2072 2274
431	21	319	(10, 13)	M	1175 1317 1501 2203
432	90	320	(0, 1)	T	1524 1797 2212
433	36	321	(0, 3)	T	1176 1666
434	7	248	(4, 6)	MWF	1176 2213
435	66	322	(12, 14)	TTHF	1176 1311 1437 1534 1569 2018 2264 2270
436	92	317	(15, 17)	MWF	1476 1665 1684 1775 1954 2255
437	94	323	(0, 1)	MTWTHF	1178 1304 1306 1470 1519 1674 1675 1801 1949 2044 2096 2245
438	110	324	(5, 6)	MTWTHF	
445	99	277	(2, 3)	MTWTHF	1181 1251 1649
446	113	329	(13, 15)	TTHF	1200 1383 1419 1582 1664 1678 1680 1764 1921 2094 2114
447	98	207	(3, 6)	M	
448	12	330	(11, 12)	T	1182 1214 1765 1877
449	65	331	(7, 9)	MWF	1182 1279 1316 1329 1342 1516 1558 1626 1741 1794 1841 1865 1908 2103
450	65	268	(0, 2)	TTHF	1185 1241 1357 1445 1503 1504 1532 1540 1833 2105 2160 2162 2281
451	6	332	(13, 15)	MWF	1403 1418 1435 1514 1703 2089 2122 2205 2247
452	55	223	(2, 3)	MTWTHF	1266 1349 1424 1526 1592 1640 1822 1823 1847 2033 2247
454	61	264	(11, 13)	MWF	1186 1196 1552 1610 1860 2152 2163
455	76	333	(12, 14)	MWF	1208 1224 1225 1269 1313 1510 1535 1600 1606 1615 1646 1649 1654 1688 1782 1879 1916 1980 1993 1995 2003 2024 2025 2031 2087 2113 2243 2272
456	85	296	(4, 6)	MWF	1188 1300 1761 1857 2116 2175
457	88	334	(14, 17)	M	1188 1223 1347 1460 1607 1717 1787 1825 1857 1858 1914 1926 1957 2069 2093 2175
458	85	335	(0, 2)	TTHF	1364 1638 1683 2029 2256 2260
459	70	169	(9, 10)	M	1188 1265 1365 1449 1457 1472 1484 1527 1622 1667 1761 1780 1788 1813 1825 2009 2114 2116 2170 2175 2256 2276
460	88	336	(15, 17)	TTHF	1189 1324 1714 1716 1785 1814 1834 2005 2022 2124 2134
461	124	337	(18, 19)	MTWTHF	1881
462	41	284	(11, 13)	MWF	1190 1209 1257 1513 1902 1936
463	81	338	(0, 3)	M	1601 1859
464	89	224	(3, 5)	MWF	1191 1196 1267 1610 1633
465	103	196	(8, 11)	TH	1359 1719 1951
466	103	339	(16, 19)	T	1191 1359 1719 1762 1836
468	13	340	(17, 19)	MWF	1235
469	11	227	(2, 3)	M	1192 1220 1727 1784
470	11	341	(0, 1)	M	1192 1220 1425 1433 1727 1933 2120
471	124	342	(4, 6)	MWF	1192
472	113	203	(15, 18)	W	1192 1896 1918
473	65	343	(2, 3)	M	1238 1270 1308 1441 1553 1617 1689 1692 1785 1791 1870 1874 1887 1970 2195
474	127	345	(0, 2)	TTHF	1837
475	48	300	(8, 11)	F	1194 1237 1345 1348 1486 2246
476	70	346	(13, 15)	MWF	1230 1254 1274 1315 1358 1496 1638 1681 1826 1828 1865 1948 1949 2000 2045 2184 2218 2280
477	98	304	(7, 10)	M	1194 1649
479	89	275	(15, 17)	MWF	1224 1334 1392 1781 1907 1994 2080 2165
480	52	348	(16, 18)	MWF	1198 1549 2063
481	62	187	(12, 13)	M	1199 1300 1348 1409 1436 2111 2154 2201
482	78	349	(9, 12)	M	1383 1461 1592 1613 1672 1740 1748 1877 1900 2019 2033
484	92	241	(0, 3)	T	
485	36	352	(5, 6)	M	1203 1337 1966 2146
486	62	218	(6, 8)	MWF	1204 1304 1306 1398 1409 1424 1644 1823 1913 1975 2005 2048 2111 2154 2201
487	52	353	(4, 6)	TTHF	1715 1902
489	94	324	(7, 8)	MTWTHF	1207 1297 1416 1675 1693 1702 1801 1872 1979 2254
490	12	NA	(9, 10)	MTWTHF	1209 1228 1418 1550 1997
491	47	354	(4, 6)	MWF	1210
492	10	285	(2, 3)	M	1210 1272 1691 1726 1777 1806 2123 2259
493	85	346	(16, 19)	M	1210 1219 1464 1552 1782 2260 2292
494	85	208	(3, 6)	T	1444 1576 2251
495	92	167	(4, 7)	T	1252
496	103	356	(18, 19)	W	1409 1550 1990 2022 2050
497	81	357	(4, 6)	MWF	1212 1218 2166
498	83	358	(6, 8)	MWF	1243 1270 1528 1591 1596 1624 1630 1637 1668 1764 1776 2010 2117 2141 2202 2234
499	23	278	(2, 3)	MTWTHF	1212 1286 1347 1574 1586 1685 1996 2117
500	115	221	(5, 8)	M	1214 1288 1436 2295
501	22	359	(14, 15)	T	1330 1450 1508 2065 2166
502	34	313	(5, 7)	MWF	1215 1280 1284 1368 1734
503	90	214	(0, 3)	M	1236 1324 1428 1473 1982
504	61	311	(0, 3)	T	1215 1282 1299 1330 1352 1483 1489 1547 1618 1620 1714 1779 2204
506	88	208	(3, 4)	M	1219 1230 1438 1493 1496 1594 1782 1828 1974 2025 2205 2261
507	98	333	(15, 18)	M	1664 1672
508	92	361	(8, 10)	MWF	1415 1796
509	113	197	(0, 5)	W	1220 1235 1317 1386 1398 1565 1918 1983 2119
511	8	362	(15, 18)	T	1224 1240 1727 1779 2249
512	65	363	(16, 17)	MTWTHF	1226 1247 1385 1426 1585 1608 1729 1774 1882 1890 1899 1949 2021 2067 2220
513	99	364	(16, 18)	MWF	1493 1833 1934
514	112	365	(3, 5)	TTHF	1274 1989 2081 2242
515	66	357	(0, 3)	M	1229 1285 1867 1915 2006 2075 2130 2188
516	69	263	(4, 7)	T	1229 1383 1407 1450 1601 1859 2071 2102 2187
517	70	366	(11, 12)	MTWTHF	1232 1264 1276 1325 1378 1400 1512 1556 1593 1634 1635 1705 1780 1808 1813 1814 1952 1999 2101 2121 2161 2290
518	61	200	(7, 10)	T	1234 1475 1711 1773 1793 1981 2019 2051 2231
519	57	367	(7, 9)	MWF	1234 1805 1808
520	13	368	(14, 16)	MWF	1343
521	113	203	(0, 5)	M	1235
522	113	203	(6, 11)	M	1235 2059 2068
523	113	255	(6, 11)	T	1434 1732 1896 1918 2119 2266
525	52	266	(7, 9)	TTHF	1336 1972 1994
526	27	262	(10, 12)	MWF	
527	111	370	(13, 14)	M	1575 1956 2231
529	113	372	(16, 19)	T	1241 1391 1433 1477 1576 1641 1743 1769 1788 1792 1897 1933
530	66	373	(0, 2)	TTHF	1408 1655 1757 1867 1885 1915 1976 2004 2083 2098 2218
531	123	348	(11, 13)	MWF	1608
532	89	174	(3, 6)	T	1459 1642 1663 1676 2052 2057
534	69	322	(9, 11)	MWF	1247 1375 1445 1465 1509 1662 1669 1884 2045 2118 2192 2194
535	103	336	(12, 14)	MWF	1247 1352 1362 1377 1561
536	11	341	(6, 8)	TTHF	1414 1589 1682 1784 1944 1974
537	34	375	(15, 18)	T	1317
539	65	377	(7, 10)	T	1249 1253 1656 1770 2110 2212
540	8	202	(9, 10)	M	1249 1554 1687 1950
541	127	378	(0, 3)	M	1249
542	81	379	(3, 6)	T	1554 1938
545	42	382	(2, 3)	MTWTHF	1765 2017 2134
546	81	283	(11, 14)	M	1252 1338 2092
547	81	384	(10, 12)	TTHF	2006
548	65	176	(0, 3)	W	1303 1771 1973 2275 2296
549	107	385	(15, 18)	M	1551 1849 2047 2054 2085
550	103	374	(0, 3)	TH	1258 1339 2187
551	24	302	(8, 10)	MWF	1258 1577 1957 2211
552	92	NA	(8, 11)	T	1258 2183
553	124	386	(0, 2)	MWF	1259
554	105	387	(14, 15)	MTWTHF	
555	98	184	(11, 14)	M	1464 2179
557	76	388	(8, 10)	TTHF	1263 1264 1352 1362 1512 1548 1561 1634 1635 1655 1659 1691 1789 1814 1825 1914 1950 1999 2034 2050 2101 2123 2132 2148 2149 2161 2259
558	85	237	(2, 3)	M	1264 1364 1523 1527 1593 1634 1638 1655 1659 1683 1895 1914 2029 2034 2050 2069 2121 2128 2132 2161 2190 2233 2260
559	92	389	(0, 3)	M	1278 1563 1568 2198
560	115	228	(2, 4)	MWF	1271
561	103	390	(18, 19)	M	1326 1472 1521 1523 1583
562	85	333	(0, 1)	M	1535 1539 1649 1782 1889 1916 2025 2113 2184
563	85	391	(13, 14)	M	1276
564	102	193	(3, 6)	M	1277
565	122	392	(10, 12)	TTHF	1277 1464 1735
566	98	208	(7, 10)	T	2078
567	124	394	(7, 9)	MWF	
568	103	269	(12, 15)	T	1284 1906 2100
570	34	330	(11, 13)	MWF	1285 1340 1360 1522 1816
571	103	272	(4, 7)	T	1289 1446
572	121	305	(0, 3)	M	1295
573	94	395	(2, 3)	MTWTHF	1292 1351 1581 1587 1631 1819 2177
574	110	281	(0, 1)	MTWTHF	1292 1373 1581 1668 1669 1693 1819 2031 2177
575	103	307	(12, 15)	TH	1451 1938
576	111	279	(10, 12)	MWF	1293
577	39	396	(2, 3)	MTWTHF	1294 1845 1910
579	87	398	(0, 5)	T	1295 1552 1579 1750 1762
580	45	399	(0, 2)	MWF	1594 1974
582	61	400	(4, 6)	TTHF	1492 1537 1556 1774 1905 1973 1998 2023 2080 2160
583	99	364	(9, 11)	MWF	1301 1557
584	65	401	(7, 10)	TH	1303
585	110	402	(2, 4)	MWF	1304 1373 1543 1693 1949
586	96	403	(12, 13)	MTWTHF	1517 1713 1728 2263
587	75	188	(9, 12)	MWF	1398 1590 2005 2048
588	41	404	(4, 6)	MWF	1310 1421 1646 1699 1855
590	65	406	(13, 15)	MWF	1314 1346 1390 1531 1611 1633 1839 1992 2001 2220 2241
591	87	407	(0, 2)	MWF	1314 1454 1582 1708 1831 1848 1871 1924 1960 2013 2167 2263
592	66	357	(8, 10)	MWF	1355 1357 1491 1677 1770 1901 1951 2074 2218 2298
593	8	408	(13, 16)	M	1687 1761 1880 1979
595	65	410	(11, 14)	T	1381 1398 1507 1685 1724 1736 1750 1904 1965 2048
596	124	393	(13, 15)	MWF	1506
597	114	411	(10, 11)	MTWTHF	1328 1587 1934
598	127	345	(11, 14)	M	1331
599	121	412	(4, 6)	MWF	1559
600	64	413	(0, 2)	MWF	1332 1400 1706 1751 1839 1856 1878 2010 2115
601	53	414	(10, 11)	T	1333 1557
602	135	415	(17, 19)	MWF	
603	81	384	(0, 2)	TTHF	1334 1859 1909 2056
604	36	252	(4, 7)	T	1515 1604 2274
605	66	416	(15, 17)	MWF	1370 1466 1509 1743 1755 2099
606	103	210	(3, 5)	MWF	1412 1484 1507 1673 1965
607	41	417	(14, 17)	M	1451 1888 2060 2134
608	123	368	(17, 19)	MWF	2109
609	12	418	(0, 3)	M	1500 2216 2289
610	34	340	(14, 16)	MWF	1344 1861 2043
612	98	391	(0, 1)	T	2065
613	98	388	(3, 5)	TTHF	
614	110	290	(7, 9)	MWF	1354
615	52	420	(0, 3)	T	1356 1641 2296
616	111	337	(15, 16)	MTWTHF	2267
617	123	353	(0, 3)	T	1360
618	90	407	(2, 5)	T	1361 1534 2246
619	11	421	(13, 15)	TTHF	
620	13	422	(14, 17)	T	1698
621	7	387	(18, 19)	MTWTHF	1631 2145
623	52	293	(8, 11)	M	1370 1755 1987
624	81	283	(7, 9)	MWF	1661 1868
627	54	340	(0, 2)	MWF	1374 1385 1529 1994
629	124	423	(10, 12)	MWF	1384
631	95	425	(0, 3)	M	1927
632	121	387	(7, 8)	MTWTHF	
633	39	426	(4, 5)	MTWTHF	1387 1456 1898
634	20	427	(0, 2)	MWF	1388 1609 2086 2088
635	90	428	(4, 7)	M	1392 1757 1904 2083
636	127	429	(15, 18)	M	1393
637	12	430	(13, 16)	T	1395 1894 1985 2068
638	65	241	(11, 14)	TH	1395 1985 2068 2267 2283
639	95	430	(4, 7)	M	1396
641	57	432	(0, 2)	MWF	1403 1544 2222
642	119	434	(3, 5)	MWF	1406 1928 2135
643	99	435	(0, 1)	M	1408 2015
644	123	293	(4, 6)	TTHF	
645	66	166	(11, 14)	M	1411 1469 1661 1781 1827 1904 2104 2213 2262
646	57	436	(4, 6)	MWF	1431 1442 1631
647	2	437	(2, 5)	T	1433 1788 2119
648	72	232	(0, 3)	M	1430 1886 1985 2083
649	79	280	(9, 11)	MWF	1432 1798 2285
650	126	193	(7, 10)	M	1723
651	66	416	(4, 7)	M	1435 1445 1590 1669 1997 2014 2270
653	116	NA	(7, 10)	M	1440 2022
654	43	234	(2, 4)	MWF	1514 2096 2122 2265 2284
656	116	225	(6, 8)	TTHF	
657	131	321	(0, 2)	MWF	
658	27	239	(3, 5)	MWF	1956 1962
659	114	246	(3, 6)	M	1888 2275
660	39	438	(14, 15)	MTWTHF	1452 1841 2063 2198
661	54	340	(9, 11)	MWF	1845
662	95	439	(8, 9)	M	1579
663	121	440	(9, 12)	M	1462
664	131	441	(3, 5)	MWF	1682
665	63	413	(3, 5)	MWF	1466 1894 2283
667	135	442	(8, 11)	T	1468
668	135	443	(12, 15)	T	
669	8	329	(0, 3)	TH	1469 2061 2295
670	95	279	(0, 2)	TTHF	1678 2063
671	7	387	(0, 1)	MTWTHF	1698 2221
672	111	421	(0, 2)	MWF	1476
673	131	387	(9, 10)	MTWTHF	1476
676	45	444	(13, 15)	MWF	2008 2128
677	111	297	(7, 9)	MWF	1492
679	2	446	(18, 19)	MTWTHF	1487 1557 1732
680	11	313	(9, 11)	TTHF	2234
681	111	423	(3, 5)	TTHF	1650
683	44	385	(3, 5)	TTHF	2047 2062 2064
684	7	422	(7, 9)	MWF	1496 1818
685	100	427	(3, 4)	M	
686	100	173	(8, 10)	MWF	1499 1609 1756 1869
687	90	400	(15, 18)	M	1501 2288
689	95	297	(10, 12)	MWF	1508
690	54	426	(12, 14)	MWF	
691	54	426	(15, 17)	MWF	
692	27	262	(13, 16)	M	1524 1821
693	131	447	(11, 14)	M	
694	54	448	(7, 8)	M	1529
696	24	419	(4, 6)	MWF	1586 1798
697	129	450	(0, 2)	MWF	1682
698	133	450	(3, 4)	MTWTHF	
699	111	332	(3, 6)	M	1548
700	7	345	(15, 17)	MWF	1559
701	114	225	(3, 5)	TTHF	1566 2297
702	81	322	(15, 18)	T	1569 1827 2098 2285
703	35	451	(14, 15)	MTWTHF	1574 1577 2197 2200
704	121	252	(13, 15)	MWF	
705	121	452	(16, 18)	MWF	1579
706	96	453	(14, 16)	TTHF	1598 1694 1968
707	103	454	(0, 3)	T	1599 1625 1971 2053 2078
708	128	455	(3, 5)	MWF	1885
709	133	456	(0, 2)	MWF	1621
710	45	343	(5, 5)	M	1628
711	134	353	(0, 2)	MWF	
713	31	254	(14, 15)	M	1645 1712 1807 1835 1981
714	27	253	(6, 8)	MWF	1807 1876
715	45	316	(10, 12)	MWF	1894 1985
716	128	342	(13, 15)	MWF	2242
718	11	458	(0, 1)	T	1679 1896 1916 1918 2015 2120
719	95	293	(13, 15)	MWF	1679
720	27	441	(17, 19)	MWF	1931 2058
721	92	361	(11, 14)	M	1684 1910
722	8	459	(11, 12)	MWF	1687 1889 1950
723	135	460	(0, 1)	M	1687
724	7	359	(12, 13)	M	1811
725	114	430	(15, 17)	MWF	1695 1881
726	128	403	(6, 7)	MTWTHF	1924
728	129	461	(3, 5)	MWF	1702
729	35	462	(6, 11)	M	1713 2135
730	134	254	(3, 4)	MTWTHF	
732	7	341	(2, 3)	M	
734	131	254	(11, 16)	T	
735	65	407	(4, 6)	MWF	1759 1831
736	103	465	(16, 17)	TH	
737	34	466	(8, 10)	MWF	1765
738	135	442	(2, 4)	MWF	1931
739	105	467	(0, 2)	MWF	1773
740	7	254	(10, 11)	M	1784
741	118	348	(8, 10)	MWF	1835 2166
742	113	221	(16, 19)	TH	1797 1848 2296
744	24	468	(2, 3)	M	2046
745	36	262	(7, 9)	MWF	2032 2064 2294
746	135	329	(5, 8)	M	1828
747	135	202	(14, 16)	MWF	2090
748	128	385	(0, 2)	MWF	1843
750	127	202	(17, 19)	TTHF	
751	116	435	(9, 11)	TTHF	
752	127	470	(6, 7)	TTHF	1889
753	53	447	(12, 15)	T	2191 2301
756	134	252	(5, 8)	M	
758	116	471	(5, 6)	M	1927
759	129	274	(7, 9)	MWF	1927
760	132	449	(0, 2)	MWF	1932
763	105	472	(3, 5)	MWF	1960
764	134	473	(9, 12)	M	
766	128	421	(10, 12)	MWF	1972
767	105	471	(16, 18)	MWF	1991
768	134	274	(13, 15)	MWF	1991
769	45	418	(6, 9)	M	2008 2216
770	116	435	(2, 4)	MWF	2015
771	116	NA	(11, 14)	M	2022
772	6	348	(0, 2)	TTHF	2035
773	132	303	(3, 6)	M	2041
774	100	474	(0, 1)	M	2041 2211
775	47	337	(0, 3)	M	2047 2212
777	135	475	(5, 7)	TTHF	2237
778	135	476	(9, 12)	M	2061
779	132	477	(7, 9)	MWF	2065
780	46	461	(6, 8)	MWF	2088
785	7	480	(2, 3)	T	
786	134	385	(6, 9)	T	
787	45	481	(16, 18)	MWF	2216 2289
789	7	466	(11, 13)	TTHF	2217
790	135	429	(0, 3)	T	2238
791	133	NA	(5, 6)	MTWTHF	
793	53	447	(16, 19)	T	2284
794	53	482	(0, 1)	TH	
